,price
20445,38700
20446,67190
20447,58000
20448,11500
20449,12500
20450,78999
20451,32300
20452,20000
20453,9950
20454,46500
20455,31000
20456,16370
20457,45950
20458,29800
20459,43250
20460,61950
20461,171900
20462,42900
20463,53000
20464,61995
20465,19000
20466,34999
20467,27633
20468,17900
20469,17000
20470,50998
20471,52590
20472,105500
20473,64995
20474,14999
20475,16900
20476,52500
20477,21900
20478,26999
20479,65900
20480,4200
20481,14000
20482,12000
20483,55000
20484,4300
20485,29000
20486,23999
20487,21990
20488,238900
20489,29000
20490,15000
20491,46000
20492,37000
20493,66000
20494,17550
20495,22000
20496,45750
20497,279950
20498,21500
20499,29500
20500,67900
20501,9800
20502,42000
20503,20500
20504,89999
20505,60000
20506,14599
20507,45500
20508,6348
20509,23000
20510,15499
20511,129000
20512,103000
20513,59750
20514,22500
20515,13800
20516,27500
20517,19500
20518,64000
20519,244896
20520,9888
20521,29999
20522,15990
20523,31000
20524,15999
20525,14995
20526,27750
20527,16000
20528,12000
20529,80000
20530,16500
20531,5500
20532,6500
20533,30775
20534,36000
20535,78900
20536,11500
20537,47350
20538,10999
20539,51999
20540,97993
20541,97993
20542,9450
20543,7999
20544,44800
20545,32999
20546,27200
20547,13850
20548,19000
20549,11500
20550,23999
20551,31953
20552,43599
20553,47500
20554,42816
20555,14599
20556,13000
20557,29500
20558,47998
20559,25498
20560,42998
20561,41899
20562,8000
20563,19000
20564,14000
20565,9999
20566,38978
20567,50927
20568,50000
20569,128900
20570,8250
20571,73600
20572,64900
20573,40599
20574,86500
20575,49999
20576,39499
20577,36950
20578,38999
20579,5750
20580,8995
20581,32000
20582,17500
20583,25500
20584,30000
20585,33598
20586,23000
20587,73600
20588,55655
20589,48190
20590,8550
20591,55000
20592,3850
20593,26299
20594,39750
20595,29500
20596,25999
20597,41000
20598,37000
20599,17100
20600,21999
20601,17500
20602,46995
20603,61500
20604,3499
20605,47995
20606,136900
20607,42000
20608,134999
20609,28000
20610,15999
20611,35999
20612,32750
20613,11500
20614,39857
20615,63500
20616,12000
20617,10500
20618,60867
20619,35999
20620,16000
20621,46000
20622,50000
20623,22888
20624,32000
20625,28000
20626,52000
20627,36727
20628,18950
20629,17000
20630,39000
20631,10000
20632,54598
20633,17900
20634,91000
20635,24500
20636,28000
20637,8000
20638,37499
20639,38633
20640,35999
20641,35900
20642,29000
20643,63998
20644,30000
20645,41329
20646,11600
20647,15000
20648,4900
20649,8900
20650,27900
20651,15000
20652,24200
20653,23450
20654,49700
20655,72999
20656,275000
20657,15900
20658,75000
20659,3850
20660,32500
20661,32000
20662,56515
20663,124990
20664,199991
20665,13349
20666,12500
20667,130000
20668,51900
20669,144940
20670,22000
20671,7500
20672,24700
20673,22500
20674,37700
20675,61999
20676,50500
20677,70000
20678,8900
20679,18000
20680,17500
20681,30825
20682,23105
20683,7000
20684,17000
20685,4000
20686,16700
20687,7200
20688,7100
20689,75499
20690,32000
20691,20000
20692,11400
20693,38500
20694,80000
20695,35750
20696,21000
20697,85000
20698,46900
20699,42442
20700,15750
20701,399900
20702,26000
20703,46998
20704,33999
20705,15999
20706,22000
20707,45480
20708,114998
20709,32750
20710,61500
20711,105000
20712,20900
20713,69500
20714,82950
20715,20850
20716,94500
20717,41741
20718,20000
20719,16500
20720,19900
20721,55000
20722,31500
20723,19500
20724,20500
20725,23000
20726,28906
20727,3500
20728,29900
20729,44800
20730,34500
20731,22000
20732,59900
20733,43500
20734,28900
20735,17800
20736,12500
20737,257000
20738,9000
20739,8900
20740,11990
20741,49500
20742,92000
20743,3600
20744,15100
20745,103000
20746,16900
20747,3200
20748,59950
20749,28900
20750,39000
20751,13000
20752,17995
20753,101999
20754,36000
20755,43998
20756,5499
20757,9950
20758,25500
20759,4500
20760,15000
20761,28450
20762,32300
20763,14500
20764,32000
20765,35750
20766,39990
20767,54999
20768,217000
20769,32500
20770,19999
20771,35000
20772,45861
20773,53900
20774,4300
20775,36998
20776,29995
20777,66400
20778,7000
20779,23000
20780,15500
20781,21000
20782,51900
20783,23105
20784,10500
20785,19780
20786,30500
20787,57000
20788,159500
20789,17900
20790,83900
20791,30599
20792,46000
20793,6500
20794,91000
20795,35345
20796,62999
20797,37900
20798,43500
20799,13895
20800,469900
20801,27450
20802,15995
20803,15000
20804,28000
20805,24500
20806,41599
20807,99000
20808,5500
20809,46995
20810,17500
20811,15397
20812,7700
20813,46999
20814,185000
20815,33700
20816,29000
20817,11000
20818,19425
20819,6999
20820,50000
20821,22000
20822,20784
20823,38500
20824,15000
20825,49995
20826,21500
20827,47598
20828,17900
20829,20500
20830,14300
20831,69900
20832,17000
20833,28000
20834,14000
20835,20995
20836,18500
20837,26500
20838,17238
20839,21400
20840,15495
20841,82000
20842,6700
20843,3200
20844,28500
20845,5700
20846,24590
20847,38000
20848,8250
20849,18051
20850,8400
20851,13900
20852,92000
20853,24590
20854,32500
20855,20500
20856,4800
20857,91995
20858,65000
20859,5750
20860,165000
20861,41899
20862,42995
20863,38999
20864,82500
20865,45000
20866,69999
20867,36900
20868,25987
20869,34900
20870,29000
20871,77897
20872,64500
20873,42800
20874,15000
20875,15000
20876,19000
20877,4700
20878,62900
20879,8500
20880,18995
20881,32662
20882,15000
20883,6500
20884,12000
20885,33610
20886,76900
20887,28000
20888,21500
20889,39900
20890,10000
20891,9000
20892,28000
20893,23000
20894,13000
20895,5700
20896,20000
20897,96850
20898,43000
20899,61000
20900,77500
20901,6900
20902,32000
20903,33200
20904,129000
20905,47500
20906,9950
20907,37950
20908,29444
20909,17500
20910,63500
20911,12500
20912,19212
20913,16500
20914,61950
20915,22000
20916,23000
20917,59900
20918,12500
20919,66900
20920,49999
20921,44000
20922,73300
20923,7500
20924,11000
20925,19600
20926,69500
20927,51900
20928,25999
20929,134000
20930,41500
20931,23999
20932,57900
20933,449991
20934,34500
20935,46000
20936,5500
20937,36599
20938,40500
20939,15500
20940,59200
20941,44870
20942,69999
20943,28250
20944,100000
20945,20000
20946,20900
20947,76900
20948,104500
20949,10900
20950,22999
20951,56999
20952,27500
20953,12000
20954,11999
20955,37000
20956,25000
20957,34900
20958,16490
20959,39500
20960,209900
20961,84500
20962,41500
20963,67800
20964,12500
20965,9000
20966,42500
20967,18987
20968,99800
20969,21900
20970,25695
20971,69995
20972,17900
20973,29900
20974,15500
20975,18500
20976,22999
20977,46000
20978,46850
20979,11999
20980,38900
20981,46598
20982,26599
20983,38000
20984,9000
20985,45000
20986,14500
20987,43999
20988,21500
20989,15998
20990,59590
20991,39500
20992,17500
20993,72999
20994,73600
20995,11250
20996,21400
20997,17500
20998,44800
20999,52999
21000,5000
21001,19000
21002,46999
21003,24899
21004,22500
21005,58500
21006,37500
21007,40000
21008,19000
21009,25800
21010,32500
21011,27900
21012,13000
21013,10000
21014,35700
21015,32400
21016,22966
21017,72999
21018,15000
21019,17900
21020,47500
21021,46500
21022,45000
21023,42900
21024,15900
21025,56000
21026,25900
21027,22500
21028,46500
21029,67800
21030,8250
21031,54000
21032,60995
21033,4200
21034,88950
21035,17000
21036,12500
21037,47500
21038,13850
21039,11800
21040,55000
21041,5000
21042,74900
21043,44850
21044,54000
21045,23500
21046,21500
21047,25500
21048,50000
21049,73600
21050,99999
21051,33500
21052,36500
21053,45000
21054,28500
21055,17950
21056,102000
21057,14500
21058,49000
21059,7899
21060,15500
21061,27518
21062,28500
21063,30000
21064,84000
21065,32000
21066,56900
21067,17550
21068,30900
21069,21900
21070,10000
21071,162500
21072,31853
21073,91000
21074,99750
21075,38000
21076,21500
21077,78350
21078,59000
21079,39998
21080,37000
21081,16500
21082,13500
21083,27500
21084,5800
21085,13600
21086,51900
21087,40000
21088,47999
21089,16900
21090,41599
21091,34000
21092,77999
21093,8995
21094,14500
21095,29000
21096,9975
21097,19000
21098,119999
21099,36599
21100,36999
21101,10500
21102,11000
21103,29000
21104,36000
21105,12300
21106,49999
21107,9000
21108,46999
21109,34955
21110,84500
21111,30000
21112,29950
21113,489000
21114,7999
21115,38500
21116,50000
21117,19500
21118,69998
21119,11000
21120,54500
21121,34500
21122,19900
21123,86999
21124,42500
21125,18995
21126,49995
21127,39848
21128,40000
21129,4900
21130,38900
21131,19000
21132,17500
21133,10500
21134,29000
21135,20000
21136,35500
21137,17995
21138,45000
21139,69900
21140,69950
21141,65000
21142,72500
21143,14000
21144,49999
21145,44249
21146,35700
21147,17495
21148,17800
21149,61950
21150,10499
21151,94000
21152,20000
21153,10999
21154,64000
21155,103500
21156,42850
21157,27599
21158,87000
21159,275000
21160,73000
21161,55000
21162,24995
21163,31000
21164,5000
21165,16000
21166,21000
21167,32612
21168,8000
21169,36990
21170,17000
21171,48295
21172,28000
21173,11900
21174,35645
21175,12000
21176,65994
21177,81500
21178,8000
21179,17999
21180,42598
21181,29900
21182,18000
21183,23500
21184,15000
21185,15998
21186,46999
21187,94000
21188,51899
21189,84997
21190,35500
21191,88900
21192,23995
21193,38900
21194,38322
21195,28300
21196,43000
21197,27500
21198,23800
21199,36995
21200,36000
21201,13450
21202,17900
21203,41500
21204,6500
21205,18500
21206,85495
21207,26500
21208,54000
21209,6500
21210,5200
21211,68500
21212,69950
21213,17500
21214,29000
21215,61998
21216,91995
21217,50000
21218,36250
21219,21500
21220,12500
21221,63999
21222,71000
21223,60000
21224,69645
21225,93000
21226,33000
21227,31698
21228,4900
21229,30000
21230,314900
21231,20000
21232,4495
21233,28000
21234,17390
21235,22450
21236,52000
21237,14000
21238,64500
21239,45000
21240,31000
21241,70999
21242,17550
21243,22500
21244,31900
21245,54000
21246,40500
21247,32769
21248,13000
21249,20999
21250,12500
21251,18000
21252,26500
21253,159998
21254,51900
21255,42900
21256,210000
21257,19995
21258,12995
21259,112000
21260,24500
21261,3900
21262,15499
21263,40998
21264,17999
21265,14999
21266,14699
21267,78999
21268,26800
21269,35500
21270,26691
21271,3500
21272,15900
21273,42599
21274,13500
21275,33000
21276,38500
21277,24500
21278,31000
21279,20500
21280,18500
21281,32500
21282,30000
21283,38500
21284,9950
21285,22500
21286,19995
21287,9995
21288,21500
21289,9499
21290,49427
21291,69500
21292,101000
21293,45000
21294,59598
21295,95000
21296,58500
21297,42433
21298,417500
21299,34084
21300,50000
21301,84900
21302,26999
21303,42000
21304,11000
21305,6600
21306,18000
21307,92888
21308,56000
21309,44400
21310,62999
21311,15000
21312,31113
21313,23500
21314,26900
21315,89900
21316,30490
21317,33364
21318,33591
21319,46598
21320,53950
21321,38500
21322,259000
21323,65900
21324,15500
21325,179900
21326,29999
21327,349950
21328,34918
21329,33290
21330,89999
21331,69250
21332,41899
21333,41000
21334,11000
21335,22000
21336,51500
21337,9950
21338,16995
21339,13800
21340,8800
21341,20995
21342,24440
21343,179900
21344,49000
21345,4500
21346,9950
21347,8500
21348,5000
21349,209995
21350,79900
21351,15995
21352,32999
21353,34999
21354,10900
21355,19500
21356,36800
21357,28900
21358,49900
21359,18000
21360,33333
21361,36000
21362,29000
21363,44605
21364,9750
21365,15500
21366,23000
21367,18800
21368,14000
21369,29994
21370,8750
21371,25500
21372,86900
21373,73000
21374,28979
21375,36750
21376,9975
21377,17999
21378,12000
21379,29000
21380,13500
21381,38500
21382,5500
21383,36340
21384,18999
21385,8000
21386,89000
21387,33687
21388,37900
21389,11999
21390,38500
21391,44500
21392,75900
21393,16000
21394,130000
21395,20784
21396,9000
21397,45998
21398,28998
21399,12500
21400,10499
21401,44500
21402,20900
21403,37500
21404,63900
21405,18500
21406,25500
21407,73897
21408,37050
21409,102000
21410,6500
21411,36499
21412,57000
21413,44900
21414,37500
21415,63500
21416,55000
21417,20000
21418,10000
21419,58000
21420,25500
21421,5000
21422,40000
21423,30000
21424,46000
21425,115000
21426,95000
21427,19995
21428,204900
21429,39798
21430,88900
21431,67995
21432,51000
21433,68995
21434,22500
21435,23450
21436,36740
21437,45855
21438,16900
21439,43000
21440,27800
21441,12500
21442,42816
21443,9250
21444,22500
21445,22500
21446,9995
21447,36139
21448,24899
21449,24999
21450,22966
21451,9995
21452,4500
21453,22000
21454,28196
21455,18000
21456,43860
21457,6500
21458,40999
21459,18300
21460,36000
21461,44000
21462,7950
21463,12000
21464,23800
21465,20999
21466,29990
21467,99999
21468,12999
21469,49999
21470,4000
21471,64000
21472,24500
21473,48149
21474,89900
21475,6500
21476,38500
21477,19998
21478,8950
21479,87500
21480,16999
21481,115000
21482,6348
21483,11500
21484,5000
21485,19599
21486,36800
21487,35999
21488,69999
21489,33000
21490,59995
21491,34900
21492,29500
21493,19995
21494,67000
21495,5500
21496,19500
21497,33490
21498,63900
21499,36950
21500,119999
21501,9888
21502,12900
21503,7500
21504,18500
21505,62500
21506,18000
21507,77897
21508,66000
21509,46552
21510,15400
21511,72000
21512,3995
21513,25500
21514,7500
21515,30919
21516,42388
21517,67963
21518,39950
21519,29500
21520,6500
21521,27518
21522,37405
21523,1950995
21524,64500
21525,62500
21526,46000
21527,9975
21528,36800
21529,6700
21530,10000
21531,17000
21532,39900
21533,11500
21534,29500
21535,11495
21536,5500
21537,22000
21538,31000
21539,33950
21540,39998
21541,64990
21542,417500
21543,4500
21544,26500
21545,16000
21546,7500
21547,288900
21548,7200
21549,46105
21550,50000
21551,70250
21552,7999
21553,47698
21554,87500
21555,63500
21556,34645
21557,17999
21558,30500
21559,5500
21560,66200
21561,32455
21562,26498
21563,9250
21564,13599
21565,11000
21566,28500
21567,15999
21568,74500
21569,44400
21570,9000
21571,66900
21572,7900
21573,31900
21574,42950
21575,29998
21576,13900
21577,136900
21578,56750
21579,46500
21580,27698
21581,29000
21582,175000
21583,31450
21584,9000
21585,6000
21586,18000
21587,37950
21588,49685
21589,72598
21590,99750
21591,9000
21592,17000
21593,94995
21594,13600
21595,19000
21596,28000
21597,6500
21598,52500
21599,25500
21600,226000
21601,15000
21602,5700
21603,14000
21604,7999
21605,8500
21606,42000
21607,28979
21608,35999
21609,20999
21610,28900
21611,20000
21612,42500
21613,9200
21614,18650
21615,24998
21616,16500
21617,7000
21618,52500
21619,47124
21620,12995
21621,17000
21622,127899
21623,6000
21624,79900
21625,71900
21626,38781
21627,15000
21628,28000
21629,22500
21630,20499
21631,279950
21632,51999
21633,16900
21634,50998
21635,13888
21636,12990
21637,32999
21638,17000
21639,38000
21640,22000
21641,5500
21642,19425
21643,38000
21644,55000
21645,31995
21646,50500
21647,30000
21648,40995
21649,14998
21650,31990
21651,17950
21652,76000
21653,14000
21654,30000
21655,12240
21656,33242
21657,25998
21658,12350
21659,17900
21660,12995
21661,27900
21662,19500
21663,46850
21664,15000
21665,18000
21666,9650
21667,5230
21668,99000
21669,67500
21670,13800
21671,14798
21672,55000
21673,34955
21674,159500
21675,36998
21676,25990
21677,7700
21678,6800
21679,19000
21680,35500
21681,16995
21682,84900
21683,50500
21684,39650
21685,175000
21686,52590
21687,26000
21688,2899
21689,20900
21690,60894
21691,20990
21692,90200
21693,51499
21694,148500
21695,319900
21696,12000
21697,113990
21698,28500
21699,83000
21700,58998
21701,58598
21702,49895
21703,61599
21704,20000
21705,17500
21706,489000
21707,46000
21708,99900
21709,21800
21710,18700
21711,49998
21712,43500
21713,69999
21714,62500
21715,33900
21716,35470
21717,76373
21718,149000
21719,21999
21720,13900
21721,143900
21722,13500
21723,134999
21724,217950
21725,46798
21726,13500
21727,40000
21728,26000
21729,42950
21730,30000
21731,17000
21732,13000
21733,19000
21734,6500
21735,16000
21736,16999
21737,5800
21738,72900
21739,29500
21740,75900
21741,749950
21742,44775
21743,47500
21744,18500
21745,65000
21746,4800
21747,37999
21748,65000
21749,25980
21750,6700
21751,54900
21752,68000
21753,149900
21754,9750
21755,21800
21756,91500
21757,18749
21758,47000
21759,78000
21760,9200
21761,27500
21762,15500
21763,59000
21764,10200
21765,65499
21766,19500
21767,52500
21768,22000
21769,5200
21770,28500
21771,84620
21772,22500
21773,9500
21774,10900
21775,40368
21776,15000
21777,4700
21778,17000
21779,85495
21780,10999
21781,19780
21782,18000
21783,18500
21784,61000
21785,37500
21786,10999
21787,16000
21788,62000
21789,23000
21790,79950
21791,29500
21792,39750
21793,38000
21794,32000
21795,25500
21796,29900
21797,70000
21798,130000
21799,50500
21800,2500
21801,19212
21802,14500
21803,34918
21804,52889
21805,14699
21806,83598
21807,15000
21808,30825
21809,44249
21810,25000
21811,13500
21812,21000
21813,55998
21814,2954083
21815,68995
21816,20900
21817,6348
21818,16900
21819,27350
21820,54500
21821,35500
21822,26950
21823,58000
21824,35645
21825,17900
21826,69000
21827,7000
21828,37998
21829,68990
21830,27000
21831,14500
21832,37000
21833,14000
21834,46599
21835,8250
21836,12000
21837,19900
21838,18700
21839,9000
21840,49500
21841,13600
21842,34000
21843,54000
21844,28900
21845,52999
21846,35000
21847,27500
21848,21500
21849,52500
21850,44000
21851,69000
21852,74999
21853,29000
21854,24000
21855,24000
21856,55000
21857,51000
21858,34998
21859,61500
21860,54900
21861,33000
21862,29444
21863,15900
21864,37000
21865,26500
21866,143900
21867,53900
21868,58504
21869,11499
21870,26599
21871,26500
21872,21750
21873,20499
21874,130000
21875,10500
21876,23105
21877,124990
